state,postcode,individuals,taxable_individuals,total_taxable_income,avg_taxable_income,median_taxable_income,rank_australia,rank_state
NSW,2663,2764,2730,162278834,58712,52027,1761,424
NSW,2665,1204,1176,64764649,53791,43021,2151,506
NSW,2666,3288,3242,178259695,54215,46039,2119,498
NSW,2668,207,203,13726940,66314,50553,1207,306
NSW,2669,910,871,45563505,50070,41499,2368,559
NSW,2671,2435,2402,153153288,62897,51848,1443,353
NSW,2672,872,862,54072857,62010,49605,1518,372
NSW,2675,1047,1028,58310508,55693,48707,2003,474
NSW,2678,53,53,2460904,46432,23051,2498,592
NSW,2680,17209,17009,1032675218,60008,52858,1655,398
NSW,2681,1108,1096,63258449,57092,52458,1875,448
NSW,2700,2784,2731,157341672,56516,49092,1925,458
NSW,2701,1572,1549,98157519,62441,52040,1480,364
NSW,2702,425,423,27526472,64768,55404,1314,325
NSW,2703,431,427,24025364,55743,51292,1998,472
NSW,2705,6275,6173,366907245,58471,51698,1780,429
NSW,2706,695,685,41302407,59428,55921,1714,410
NSW,2707,857,826,39153175,45686,46040,2523,603
NSW,2710,5887,5768,325768012,55337,47956,2032,479
NSW,2711,1896,1851,118408300,62452,50795,1479,363
NSW,2712,745,724,38902456,52218,44257,2240,527
NSW,2713,1561,1528,78473743,50271,43099,2356,557
NSW,2714,1637,1607,88455922,54035,43134,2135,503
NSW,2715,850,838,49598002,58351,51652,1786,432
NSW,2716,632,623,35931146,56853,48011,1894,450
NSW,2717,604,594,30397206,50327,43384,2350,554
NSW,2720,4702,4670,303724164,64595,53938,1325,326
NSW,2721,111,108,3628805,32692,35125,2609,626
NSW,2722,1994,1961,111964293,56151,49087,1955,464
NSW,2725,177,173,11584927,65452,45172,1274,321
NSW,2726,184,183,10349745,56249,43081,1948,462
NSW,2727,261,250,16208968,62103,47897,1508,371
NSW,2729,1034,1021,61765493,59735,47971,1680,405
NSW,2730,793,777,39065729,49263,45762,2396,564
NSW,2731,4461,4405,279815614,62725,51170,1460,357
NSW,2732,1094,1067,53723481,49107,39257,2401,566
NSW,2733,359,348,18372722,51178,43825,2315,544
NSW,2734,231,227,21313974,92268,50235,278,104
NSW,2735,186,179,8756433,47078,44939,2480,588
NSW,2736,239,236,14020470,58663,44498,1765,425
NSW,2737,546,534,26134073,47865,39542,2454,580
NSW,2738,1387,1378,99507378,71743,59389,865,231
NSW,2739,905,879,53474678,59088,47712,1738,416
NSW,2745,19985,19838,1613309292,80726,67683,490,153
NSW,2747,31760,31459,2147934658,67630,60911,1113,287
NSW,2748,1225,1215,140805848,114944,62814,101,53
NSW,2749,10154,10057,726612393,71559,61773,873,235
NSW,2750,29155,28934,2076185204,71212,60923,894,240
NSW,2751,154,151,10161239,65982,56028,1230,314
NSW,2752,4082,4052,306669370,75127,67676,691,195
NSW,2753,10572,10484,741290744,70118,56468,960,253
NSW,2754,4577,4542,318239855,69530,59286,992,257
NSW,2756,21887,21733,1603625888,73268,59622,787,217
NSW,2757,559,556,39427327,70532,57432,936,251
NSW,2758,5751,5720,425952123,74066,60159,748,204
NSW,2759,16175,16029,1074170895,66409,60609,1200,305
NSW,2760,21067,20854,1289386339,61204,56767,1559,383
NSW,2761,21555,21353,1404230138,65146,59122,1291,322
NSW,2762,16073,15903,1310798628,81553,71492,474,149
NSW,2763,21209,21017,1565874208,73831,64487,762,212
NSW,2765,36249,35929,2928901423,80800,70521,489,152
NSW,2766,9850,9731,596844824,60593,55208,1616,390
NSW,2767,14185,14008,898578763,63347,55876,1405,345
NSW,2768,17326,17168,1425693912,82286,69143,451,145
NSW,2769,10036,9941,947090804,94369,81563,248,96
NSW,2770,31079,30512,1676977870,53959,49379,2139,504
NSW,2773,3825,3800,356215500,93128,67125,267,102
NSW,2774,7935,7879,637770905,80374,65532,498,155
NSW,2775,822,809,52366152,63706,47770,1385,341
NSW,2776,2504,2486,177361307,70831,59549,911,244
NSW,2777,10831,10750,795531813,73450,60784,777,215
NSW,2778,1592,1585,107086715,67266,56539,1152,295
NSW,2779,3015,2977,200699674,66567,56843,1189,301
NSW,2780,7765,7687,516913343,66570,48690,1188,300
NSW,2782,3655,3626,281512392,77021,50462,615,174
NSW,2783,1640,1626,104276407,63583,53627,1397,344
NSW,2784,810,803,53851901,66484,55439,1192,302
NSW,2785,2814,2781,180616492,64185,46480,1361,334
NSW,2786,744,734,45227495,60790,45528,1592,387
NSW,2787,2564,2524,156551875,61058,53737,1575,386
NSW,2790,7966,7874,521592284,65477,51183,1271,320
NSW,2791,191,188,13498672,70674,55547,924,247
NSW,2792,237,235,13848268,58432,45999,1783,431
NSW,2793,507,498,29875045,58925,44059,1752,420
NSW,2794,5846,5751,312458629,53448,47048,2172,513
NSW,2795,26194,25911,1715990656,65511,55707,1266,318
NSW,2797,256,250,14090495,55041,52018,2052,488
NSW,2798,1350,1326,108859302,80637,56885,492,154
NSW,2799,2473,2443,155563611,62905,54124,1442,352
NSW,2800,28390,28116,2097076238,73867,58065,759,211
NSW,2803,164,160,8251935,50317,37438,2352,555
NSW,2804,1536,1506,73450732,47819,45860,2456,581
NSW,2805,255,249,18355739,71983,51307,850,229
NSW,2806,481,471,24274482,50467,47202,2345,551
NSW,2807,226,219,10380867,45933,41146,2513,598
NSW,2808,88,87,4539020,51580,49194,2284,537
NSW,2809,127,125,13618085,107229,50835,147,65
NSW,2810,1687,1653,79682379,47233,42870,2474,587
NSW,2817,109,106,4339981,39816,39235,2587,617
NSW,2818,508,489,27811722,54747,52453,2073,493
NSW,2820,3368,3305,169591403,50354,44758,2346,552
NSW,2821,2650,2596,149925067,56576,49765,1920,456
NSW,2822,203,192,9691030,47739,45062,2458,582
NSW,2823,746,719,47972933,64307,51210,1355,333
NSW,2824,1235,1205,71818814,58153,49460,1797,433
NSW,2825,1373,1338,84684076,61678,51910,1533,377
NSW,2826,129,125,6913202,53591,52418,2160,509
NSW,2827,1960,1905,103217441,52662,44905,2217,523
NSW,2828,402,387,15345082,38172,40032,2599,621
NSW,2829,1579,1535,117970048,74712,47246,705,197
NSW,2830,26954,26706,1808314936,67089,57453,1158,297
NSW,2831,1210,1159,60585916,50071,45398,2367,558
NSW,2832,1261,1210,69052460,54760,47813,2072,492
NSW,2833,302,287,16782737,55572,47996,2011,476
NSW,2834,965,936,46999743,48704,39263,2413,572
NSW,2835,2115,2090,154897364,73238,59275,788,218
NSW,2836,345,341,20655178,59870,49041,1671,402
NSW,2838,69,68,3543936,51361,41587,2306,542
NSW,2839,542,523,28206955,52042,47564,2257,531
NSW,2840,1434,1412,83953427,58545,50858,1776,428
NSW,2842,343,331,17247058,50283,32586,2354,556
NSW,2843,668,647,34628637,51839,41209,2266,535
NSW,2844,696,678,36409034,52312,46651,2232,524
NSW,2845,1109,1095,75620136,68188,58086,1070,279
NSW,2846,155,150,8643037,55762,46087,1994,470
NSW,2847,1213,1204,76415576,62997,52772,1438,351
NSW,2848,607,598,31580402,52027,42972,2259,532
NSW,2849,842,818,45231040,53719,40427,2158,508
NSW,2850,11171,11032,782529959,70050,53432,963,254
NSW,2852,2054,2017,126090534,61388,48172,1547,381
NSW,2864,491,476,33092512,67398,55418,1143,293
NSW,2865,521,515,30690410,58907,54774,1753,421
NSW,2866,1764,1729,129144153,73211,52968,791,219
NSW,2867,326,319,18001474,55219,45785,2040,483
NSW,2868,349,343,14999373,42978,41333,2563,610
NSW,2869,736,705,30795490,41842,43211,2578,616
NSW,2870,6692,6625,421582536,62998,53484,1437,350
NSW,2871,5158,5073,306223066,59369,51314,1717,412
NSW,2873,387,364,17743498,45849,38384,2516,600
NSW,2874,248,238,11998347,48380,41924,2431,576
NSW,2875,441,427,21601559,48983,40493,2405,568
NSW,2876,256,240,8927962,34875,36011,2606,625
NSW,2877,1969,1910,108841200,55277,48693,2034,481
NSW,2878,177,173,11650371,65821,44978,1247,316
NSW,2879,235,231,15387975,65481,58561,1270,319
NSW,2880,9181,9098,607556663,66175,55659,1217,309
NSW,2898,323,321,20221060,62604,50795,1466,358
NSW,2899,1265,1251,71101009,56206,49471,1951,463
NT,0800,5687,5634,417522979,73417,62810,779,25
NT,0801,307,303,28060397,91402,67905,286,5
NT,0810,22848,22643,1767473977,77358,65801,602,18
NT,0811,133,132,12142471,91297,67719,289,6
NT,0812,11258,11163,813023488,72217,63421,840,28
NT,0814,73,72,6868830,94094,73131,251,2
NT,0820,14075,13961,1218194878,86550,71138,363,9
NT,0821,229,226,21401518,93456,60764,262,4
NT,0822,7431,7323,411997909,55443,41502,2018,37
NT,0828,1172,1158,103432887,88253,66600,333,7
NT,0829,580,576,40944577,70594,72114,930,31
NT,0830,11567,11450,845976291,73137,65957,794,26
NT,0831,356,355,33357399,93701,86140,255,3
NT,0832,12732,12647,1000641422,78593,72850,560,17
NT,0834,892,889,72328595,81086,69379,485,12
NT,0835,2690,2677,221934061,82503,71372,444,11
NT,0836,5481,5444,439221750,80135,70009,508,14
NT,0837,440,433,31819397,72317,59945,832,27
NT,0838,610,607,48148583,78932,69540,538,16
NT,0839,531,527,40854375,76939,67536,620,19
NT,0840,227,218,12335941,54343,42571,2104,38
NT,0841,361,359,26033668,72115,62839,843,29
NT,0845,290,284,16596535,57229,48191,1864,36
NT,0846,225,220,14330965,63693,48060,1386,35
NT,0847,166,161,8656235,52146,38183,2248,39
NT,0850,4387,4343,311282038,70956,64103,907,30
NT,0851,581,571,45883522,78973,65924,536,15
NT,0852,2215,2165,107072441,48340,39421,2433,43
NT,0853,535,534,44961460,84040,82181,409,10
NT,0854,428,420,21388030,49972,38674,2371,41
NT,0860,1411,1393,95381465,67598,61962,1118,33
NT,0861,95,95,7196867,75756,66969,666,21
NT,0862,263,256,13362208,50807,49443,2332,40
NT,0870,13580,13478,1014586558,74712,66628,706,24
NT,0871,581,576,43504870,74879,67295,699,23
NT,0872,4079,4019,201819361,49478,40173,2386,42
NT,0873,820,811,61542494,75052,66229,694,22
NT,0874,180,179,15630988,86839,83116,358,8
NT,0875,947,937,63946460,67525,58984,1126,34
NT,0880,1706,1692,138126635,80965,63696,488,13
NT,0881,1089,1088,83438718,76620,62075,628,20
NT,0885,610,608,59310249,97230,83173,212,1
NT,0886,637,635,43882203,68889,62141,1026,32
QLD,4000,17049,16700,1279697153,75060,46355,692,85
QLD,4001,451,443,35076465,77775,37807,592,75
QLD,4004,66,64,7612990,115348,44673,100,7
QLD,4005,12853,12723,1655353770,128791,76314,58,4
QLD,4006,20621,20398,1704783575,82672,62424,443,48
QLD,4007,11414,11286,1521123620,133268,70261,51,3
QLD,4008,211,209,14986617,71027,62290,904,116
QLD,4009,85,85,6960523,81889,53130,462,50
QLD,4010,2812,2789,225976420,80361,65257,501,62
QLD,4011,11153,11046,1251055411,112172,69694,120,8
QLD,4012,16421,16288,1397955712,85132,68306,383,40
QLD,4013,3479,3459,284791591,81860,65286,465,52
QLD,4014,8930,8866,718606100,80471,69388,496,60
QLD,4017,23669,23484,1727697018,72994,60908,801,102
QLD,4018,8758,8656,555089337,63381,56074,1403,201
QLD,4019,12341,12212,808442653,65509,54309,1267,176
QLD,4020,16593,16430,1198790724,72247,54711,838,108
QLD,4021,5296,5215,304785964,57550,51318,1837,271
QLD,4022,3962,3922,220913756,55758,49427,1995,300
QLD,4025,133,132,7414058,55745,43580,1997,301
QLD,4030,13228,13149,1222887244,92447,67068,276,28
QLD,4031,9788,9704,870552671,88941,69950,322,35
QLD,4032,12446,12325,842560725,67697,57822,1108,145
QLD,4034,29943,29689,2083768901,69591,59095,987,126
QLD,4035,18702,18574,1615296651,86370,65838,368,39
QLD,4036,4538,4504,294342497,64862,58848,1307,186
QLD,4037,5245,5211,421539920,80370,65918,500,61
QLD,4051,19923,19784,1981959926,99481,70891,196,16
QLD,4053,31637,31396,2567618790,81159,66944,480,58
QLD,4054,8864,8791,634868030,71623,62039,868,112
QLD,4055,14302,14215,1169247223,81754,68494,467,54
QLD,4059,9351,9235,785513885,84003,56083,410,44
QLD,4060,9123,9058,999637458,109573,72258,132,10
QLD,4061,11401,11294,1056037882,92627,67743,273,27
QLD,4064,9293,9220,1000037507,107612,69072,144,12
QLD,4065,6668,6626,848917470,127312,79617,62,5
QLD,4066,13523,13386,1217947381,90065,60523,304,33
QLD,4067,7209,7066,567874441,78773,43332,548,71
QLD,4068,17620,17404,1708646880,96972,59844,217,20
QLD,4069,23556,23311,2575391691,109331,70287,135,11
QLD,4070,7831,7751,641089788,81866,65293,464,51
QLD,4073,5989,5945,519304534,86710,66536,362,38
QLD,4074,15724,15578,1196723134,76108,62146,648,79
QLD,4075,16572,16423,1496660586,90313,67339,300,32
QLD,4076,3009,2967,178149908,59206,52675,1727,254
QLD,4077,20301,20015,1072475780,52829,47178,2205,335
QLD,4078,16320,16129,1025519978,62838,55822,1448,210
QLD,4101,25477,25129,2101085488,82470,56987,445,49
QLD,4102,8228,8140,550059369,66852,53495,1172,151
QLD,4103,10720,10619,794821290,74144,58628,741,92
QLD,4104,5022,4980,469630116,93515,62221,260,25
QLD,4105,9410,9339,766632148,81470,65611,477,56
QLD,4106,1096,1085,66496754,60672,53527,1608,237
QLD,4107,4548,4507,327316090,71969,61591,852,109
QLD,4108,4498,4425,255094668,56713,48012,1908,287
QLD,4109,26552,26046,1475011088,55552,42822,2013,304
QLD,4110,12042,11906,743005221,61701,54756,1530,224
QLD,4111,733,717,39837759,54349,44108,2103,316
QLD,4112,5275,5175,336719589,63833,50443,1379,198
QLD,4113,20073,19729,1216770274,60617,48501,1612,238
QLD,4114,14818,14512,680459417,45921,42885,2514,399
QLD,4115,13091,12917,828838965,63314,54509,1409,203
QLD,4116,17736,17452,1073437816,60523,49651,1620,239
QLD,4117,1625,1592,97970152,60289,54009,1637,240
QLD,4118,19850,19619,1184517399,59673,53742,1686,249
QLD,4119,4388,4320,285114548,64976,52631,1302,184
QLD,4120,7653,7578,605759685,79153,64741,531,67
QLD,4121,17147,17028,1572871349,91729,69756,282,29
QLD,4122,30503,30148,2116825040,69397,56286,999,127
QLD,4123,15238,15018,1061237574,69644,56654,983,125
QLD,4124,16025,15834,1052788070,65697,58014,1256,171
QLD,4125,9848,9711,560585136,56924,51408,1889,283
QLD,4127,16347,16167,1039341597,63580,53999,1398,200
QLD,4128,11031,10932,768891928,69703,59656,978,123
QLD,4129,4546,4501,279747664,61537,56259,1539,225
QLD,4130,5960,5918,471462291,79104,62802,534,69
QLD,4131,6580,6478,349427465,53104,48210,2194,329
QLD,4132,14847,14593,760144750,51199,48571,2314,350
QLD,4133,15306,15085,863018449,56384,51442,1934,290
QLD,4151,13191,13083,1204085725,91281,67941,291,30
QLD,4152,32216,31955,2850626174,88485,67355,331,36
QLD,4153,3020,2998,239921365,79444,64775,528,66
QLD,4154,7315,7253,699965553,95689,74437,233,22
QLD,4155,1095,1087,153241196,139946,70950,48,2
QLD,4156,2388,2358,222580489,93208,63980,266,26
QLD,4157,12443,12355,843807381,67814,59110,1091,141
QLD,4158,2370,2344,164017451,69206,58959,1011,129
QLD,4159,9264,9202,689770611,74457,60772,724,90
QLD,4160,12589,12491,1005238597,79851,60098,513,64
QLD,4161,10199,10102,670581587,65750,58710,1249,169
QLD,4163,10218,10102,895087765,87599,55707,343,37
QLD,4164,12466,12389,920128162,73811,61617,764,94
QLD,4165,24850,24674,1745389929,70237,58266,952,122
QLD,4169,12658,12524,1155145383,91258,60516,292,31
QLD,4170,19237,19098,1919355128,99774,73208,194,15
QLD,4171,11937,11825,1508548622,126376,79235,67,6
QLD,4172,3499,3480,294744100,84237,68271,404,43
QLD,4173,5536,5479,401837787,72586,63445,819,105
QLD,4174,2140,2122,157361111,73533,64895,773,97
QLD,4178,16941,16797,1283093277,75739,62624,668,81
QLD,4179,12728,12635,1077853970,84684,64658,391,41
QLD,4183,1328,1312,74260856,55919,40983,1979,299
QLD,4184,3906,3807,180339685,46170,34958,2506,397
QLD,4205,3190,3143,173375545,54350,50451,2102,315
QLD,4207,42688,42174,2590198736,60677,53838,1604,235
QLD,4208,15865,15705,1129449158,71191,59150,896,114
QLD,4209,48953,48362,3117793817,63690,54610,1387,199
QLD,4210,15030,14890,1042284980,69347,57145,1005,128
QLD,4211,40218,39795,2571682714,63944,53380,1373,196
QLD,4212,23018,22703,1794726192,77971,55111,584,74
QLD,4213,19840,19644,1408416985,70989,53964,905,117
QLD,4214,25407,25105,1607558723,63272,50487,1412,204
QLD,4215,37109,36589,2150995755,57964,47075,1811,269
QLD,4216,25144,24843,1818387991,72319,52063,831,107
QLD,4217,32639,32132,2458066401,75311,47505,684,83
QLD,4218,26021,25669,2182990701,83893,54210,415,46
QLD,4219,129,127,8135485,63066,50220,1427,206
QLD,4220,22351,22174,1677322155,75045,55984,695,86
QLD,4221,19442,19294,1465945758,75401,54879,682,82
QLD,4223,9957,9889,755357251,75862,53451,656,80
QLD,4224,4862,4812,355139789,73044,54881,798,100
QLD,4225,6176,6128,412600296,66807,49514,1176,152
QLD,4226,24128,23850,1593795742,66056,52685,1225,162
QLD,4227,15456,15299,1040377822,67312,54355,1150,148
QLD,4228,3637,3591,297092284,81686,54746,470,55
QLD,4230,104,103,7143984,68692,48588,1045,133
QLD,4270,2777,2746,187607056,67557,55010,1122,146
QLD,4271,303,299,18146973,59891,45960,1669,245
QLD,4272,4661,4611,307091924,65885,46905,1244,166
QLD,4275,2569,2529,167371892,65151,51090,1290,181
QLD,4280,14224,14041,923361565,64916,57386,1305,185
QLD,4285,13083,12901,801984860,61300,52087,1552,228
QLD,4287,381,370,19989686,52466,44423,2226,340
QLD,4300,44582,44048,3020183215,67744,59815,1101,144
QLD,4301,22705,22354,1278410393,56305,52744,1939,292
QLD,4303,2123,2083,109201295,51437,48357,2300,346
QLD,4304,10290,10137,588831842,57224,52452,1865,280
QLD,4305,37641,37229,2285770392,60726,54628,1598,234
QLD,4306,30038,29742,2115489565,70427,62124,944,120
QLD,4307,1097,1080,63684778,58054,50120,1805,267
QLD,4309,2087,2053,115503253,55344,47225,2031,306
QLD,4310,3601,3546,200404443,55652,45363,2007,303
QLD,4311,5986,5881,350684181,58584,49053,1769,260
QLD,4312,1448,1423,78449618,54178,43015,2122,319
QLD,4313,1267,1232,63058404,49770,40682,2375,362
QLD,4314,1363,1330,65879906,48334,37160,2434,378
QLD,4340,3606,3548,212605723,58959,50282,1748,258
QLD,4341,9559,9436,567563740,59375,52734,1715,252
QLD,4342,1567,1548,85484801,54553,48341,2090,312
QLD,4343,7830,7711,398086688,50841,43772,2331,353
QLD,4344,1736,1705,103707476,59739,51014,1679,248
QLD,4346,672,665,44035653,65529,60077,1263,175
QLD,4347,1043,1022,50379664,48303,41575,2436,380
QLD,4350,69283,68598,4586619268,66201,53994,1214,160
QLD,4352,20834,20540,1396029194,67007,56220,1164,150
QLD,4353,305,298,13731017,45020,41040,2534,404
QLD,4354,724,710,37224358,51415,45165,2303,347
QLD,4355,1471,1440,68850195,46805,39051,2488,391
QLD,4356,3193,3130,191570192,59997,49735,1657,241
QLD,4357,1664,1616,82798108,49758,43395,2376,363
QLD,4358,1841,1805,115022430,62478,54525,1477,215
QLD,4359,820,786,41645520,50787,48333,2334,354
QLD,4360,440,423,22287848,50654,37800,2338,355
QLD,4361,1639,1578,77263883,47141,39731,2479,388
QLD,4362,1502,1460,69171326,46053,40503,2507,398
QLD,4363,433,423,25061410,57879,49082,1818,270
QLD,4364,186,182,14263036,76683,58388,625,76
QLD,4365,272,268,13496286,49619,44848,2377,364
QLD,4370,11234,11015,593714298,52850,45630,2203,334
QLD,4371,459,442,21717156,47314,38959,2470,386
QLD,4372,104,93,4519538,43457,36409,2555,414
QLD,4373,587,572,28724497,48934,40811,2407,373
QLD,4374,281,268,12216599,43475,39774,2553,412
QLD,4375,137,122,5018858,36634,28452,2604,427
QLD,4376,198,191,8606770,43469,35055,2554,413
QLD,4377,363,352,16372617,45104,36924,2533,403
QLD,4378,272,266,12456327,45795,39707,2521,400
QLD,4380,4675,4576,230869241,49384,39766,2390,370
QLD,4381,339,335,15838086,46720,36838,2492,392
QLD,4382,328,322,16245479,49529,40228,2380,366
QLD,4383,301,297,12360356,41064,38342,2584,421
QLD,4385,641,615,30052370,46884,37132,2485,390
QLD,4387,701,687,33230791,47405,40926,2467,385
QLD,4388,237,220,22566536,95217,40721,239,23
QLD,4390,4629,4537,291908519,63061,54024,1428,207
QLD,4400,1332,1310,83630876,62786,56046,1455,211
QLD,4401,3432,3373,183832613,53564,49529,2164,325
QLD,4402,158,152,6723724,42555,27439,2568,417
QLD,4403,490,473,26062969,53190,47637,2185,326
QLD,4404,306,287,17515746,57241,53560,1862,279
QLD,4405,8842,8718,546543279,61812,53285,1529,223
QLD,4406,762,718,38470254,50486,43760,2342,356
QLD,4407,340,329,19892491,58507,46707,1777,262
QLD,4408,377,359,18327379,48614,39219,2417,376
QLD,4410,697,661,36038430,51705,40142,2275,344
QLD,4411,187,177,11038213,59028,47548,1743,256
QLD,4412,145,137,8493597,58577,52046,1771,261
QLD,4413,4894,4799,325072858,66423,52873,1199,158
QLD,4415,1229,1196,70207577,57126,49311,1871,281
QLD,4416,310,305,16782726,54138,52475,2125,320
QLD,4417,335,315,17727238,52917,49804,2202,333
QLD,4418,65,65,2829573,43532,42758,2552,411
QLD,4419,553,523,23804753,43047,40990,2560,416
QLD,4420,745,718,53599894,71946,51562,853,110
QLD,4421,1166,1120,50295991,43136,37160,2559,415
QLD,4422,302,276,21225664,70284,45893,950,121
QLD,4423,134,120,2494365,18615,26833,2619,432
QLD,4424,117,109,6170847,52742,42261,2211,337
QLD,4425,149,137,6578346,44150,30631,2545,408
QLD,4426,68,61,1382059,20324,37398,2618,431
QLD,4427,205,196,8041726,39228,40080,2592,423
QLD,4428,378,362,19413779,51359,49300,2307,348
QLD,4454,476,469,28530034,59937,48322,1662,243
QLD,4455,5658,5542,371401094,65642,57222,1260,174
QLD,4462,61,55,3240526,53123,42203,2191,328
QLD,4465,765,733,39257154,51317,42245,2310,349
QLD,4467,110,99,4322177,39293,39963,2591,422
QLD,4468,215,199,9662146,44940,41840,2538,406
QLD,4470,2052,2024,124508312,60677,54737,1605,236
QLD,4472,832,811,47752946,57395,48510,1847,276
QLD,4477,273,269,15040992,55095,48280,2048,308
QLD,4478,305,297,18619918,61049,55560,1576,231
QLD,4480,491,481,27911226,56846,56105,1895,285
QLD,4481,88,88,3739682,42496,46219,2569,418
QLD,4482,90,90,5932879,65921,58768,1239,165
QLD,4486,393,378,18935747,48183,50643,2442,383
QLD,4487,1937,1880,121164251,62553,52897,1470,213
QLD,4488,136,134,5086116,37398,40918,2601,426
QLD,4490,694,679,36478322,52562,47791,2221,339
QLD,4491,53,49,2211793,41732,39058,2579,420
QLD,4492,170,167,11250456,66179,59738,1216,161
QLD,4494,99,93,400648,4047,41122,2622,434
QLD,4496,174,172,29161029,167592,59777,18,1
QLD,4497,208,202,12203993,58673,49320,1764,259
QLD,4498,117,115,1807578,15449,49476,2620,433
QLD,4500,29018,28795,1972091865,67961,59262,1083,138
QLD,4501,4050,4013,247514544,61115,56288,1567,230
QLD,4502,5451,5404,350283747,64260,56733,1358,193
QLD,4503,33704,33366,2134496428,63331,56969,1407,202
QLD,4504,13639,13526,938527939,68812,60493,1031,132
QLD,4505,16847,16685,1083107049,64291,56216,1356,192
QLD,4506,15737,15529,902227839,57332,50652,1851,278
QLD,4507,10799,10658,620627452,57471,41939,1843,273
QLD,4508,10726,10599,589988878,55005,50018,2053,309
QLD,4509,24336,24073,1713965202,70429,59720,943,119
QLD,4510,33030,32571,1852523959,56086,49438,1960,296
QLD,4511,5464,5388,313427594,57362,47864,1850,277
QLD,4512,2422,2398,149788464,61845,49364,1526,222
QLD,4514,4712,4651,289427008,61423,52290,1544,226
QLD,4515,3118,3075,190182308,60995,47636,1577,232
QLD,4516,2923,2888,194911305,66682,57054,1181,153
QLD,4517,541,536,34089362,63012,53860,1432,209
QLD,4518,3617,3577,232035479,64151,51937,1363,195
QLD,4519,5777,5711,361171126,62519,50311,1473,214
QLD,4520,9343,9262,927523587,99275,63614,201,18
QLD,4521,3444,3399,258362746,75018,59613,697,87
QLD,4550,3151,3117,191850076,60885,52062,1587,233
QLD,4551,44299,43890,2908563275,65658,52001,1259,173
QLD,4552,5503,5408,336552644,61158,40179,1565,229
QLD,4553,8769,8694,602347668,68691,56983,1046,134
QLD,4554,1342,1329,82319662,61341,49081,1550,227
QLD,4555,5452,5400,369649546,67801,53075,1093,142
QLD,4556,30625,30351,2183481390,71297,52436,888,113
QLD,4557,13314,13213,955895669,71796,53813,861,111
QLD,4558,15540,15413,1000497859,64382,50732,1347,190
QLD,4559,4759,4714,313394838,65853,51355,1246,168
QLD,4560,23043,22792,1378617922,59828,49097,1673,246
QLD,4561,6077,6000,403916200,66466,52454,1194,157
QLD,4562,6173,6095,425090982,68863,46733,1028,131
QLD,4563,6259,6180,402081356,64241,45696,1359,194
QLD,4564,7611,7529,497713047,65394,49660,1276,178
QLD,4565,9218,9107,549654725,59628,44761,1692,251
QLD,4566,5893,5812,487193453,82673,45143,442,47
QLD,4567,8621,8502,961683013,111551,49856,124,9
QLD,4568,2466,2438,139312812,56493,46006,1926,288
QLD,4569,1077,1062,60575477,56245,43137,1949,294
QLD,4570,27006,26498,1453077958,53806,44766,2149,324
QLD,4571,576,566,27782031,48233,40763,2438,382
QLD,4572,3003,2970,222598033,74125,51772,744,93
QLD,4573,20505,20296,1502784172,73289,52496,784,99
QLD,4574,933,923,52304085,56060,43775,1965,297
QLD,4575,18910,18766,1506692830,79677,53863,519,65
QLD,4580,2416,2377,114134193,47241,33998,2472,387
QLD,4581,874,859,49075620,56151,43710,1956,295
QLD,4600,496,479,22326531,45013,37292,2535,405
QLD,4601,663,633,37602952,56716,36833,1907,286
QLD,4605,2253,2185,104021374,46170,40701,2505,396
QLD,4606,1277,1236,63217541,49505,45036,2385,369
QLD,4608,536,523,25855240,48237,42608,2437,381
QLD,4610,8741,8595,486772190,55688,46133,2004,302
QLD,4611,89,86,3369389,37858,34119,2600,425
QLD,4612,161,153,5235039,32516,25015,2610,429
QLD,4613,394,379,12310032,31244,31098,2612,430
QLD,4614,546,528,25411851,46542,38427,2494,393
QLD,4615,3467,3379,174462271,50321,40882,2351,358
QLD,4620,235,223,10335731,43982,37322,2546,409
QLD,4621,917,881,40309260,43958,32604,2547,410
QLD,4625,1608,1578,77718001,48332,39637,2435,379
QLD,4626,1458,1411,61236159,42000,38447,2577,419
QLD,4627,418,403,16279152,38945,34584,2593,424
QLD,4630,1378,1303,64615834,46891,38365,2484,389
QLD,4650,17849,17580,940967304,52718,45472,2214,338
QLD,4655,36170,35699,2058736811,56918,46138,1891,284
QLD,4659,2653,2602,129165842,48687,37707,2414,375
QLD,4660,4537,4419,228256649,50310,37960,2353,359
QLD,4662,414,404,20808912,50263,39400,2357,360
QLD,4670,48428,47795,2866480221,59191,47240,1728,255
QLD,4671,3443,3345,155856332,45268,34797,2528,402
QLD,4673,372,357,17184920,46196,39067,2504,395
QLD,4674,888,851,40345923,45435,32794,2526,401
QLD,4676,82,79,5388946,65719,32899,1254,170
QLD,4677,2801,2756,162386955,57975,40006,1810,268
QLD,4678,497,491,28358475,57059,41494,1877,282
QLD,4680,33863,33457,2655950239,78432,63324,569,72
QLD,4694,97,95,6591281,67951,51282,1084,139
QLD,4695,657,646,46279592,70441,60272,941,118
QLD,4697,92,85,4467389,48559,44768,2421,377
QLD,4699,276,269,17327630,62781,51435,1456,212
QLD,4700,9833,9725,715642868,72780,58464,811,104
QLD,4701,26073,25834,1767038787,67773,57589,1098,143
QLD,4702,17433,17079,1182301132,67820,56675,1090,140
QLD,4703,15602,15437,1163445737,74570,57554,712,88
QLD,4704,93,91,7086684,76201,49945,644,78
QLD,4705,259,247,11634722,44922,50425,2539,407
